source	Tweets	sentiment	id	spans/0	spans/1	spans/2	spans/3	spans/4
twitter	issues already priced in    	0.165	7.19595838251627E+017	issues already priced in				
twitter	may rebound faster    	0.216	7.1014138575265E+017	may rebound faster				
twitter	Guess the late traders will be stocking up on $TSLA    	0.416	7.10813911994401E+017	Guess the late traders will be stocking up on $TSLA				
stocktwits	near a 3% drop thats a lot    	-0.304	31803848	near a 3% drop thats a lot				
twitter	Sold all:    	-0.546	7.19915914120921E+017	Sold all:				
twitter	Rally Friday! #new52weekhighs p over 31%  	0.66	7.0839990699033E+017	Rally Friday!	#new52weekhighs	p over 31%		
twitter	may be ripe for a #takeover targe    	0.343	7.10475186353476E+017	may be ripe for a #takeover targe				
stocktwits	on watch for everyone on Tuesday night for a serious breakout    	0.448	23731009	on watch for everyone on Tuesday night for a serious breakout				
stocktwits	With Oil Prices Down further   Oil Stocks Looking Less Cheap    	-0.42	30827588	With Oil Prices Down further   Oil Stocks Looking Less Cheap				
stocktwits	Stochastic Overbought    	-0.516	39047349	Stochastic Overbought				
stocktwits	betting that $GOOG buys Twitter    	0.261	5408761	betting that $GOOG buys Twitter				
twitter	Highest call to put ratio    	0.348	7.19614954500858E+017	Highest call to put ratio				
stocktwits	all going down    	-0.559	11781180	all going down				
twitter	ended the day down    	-0.181	7.19627436447535E+017	ended the day down				
stocktwits	Breakout in Regional Banking    	0.563	6681686	Breakout in Regional Banking				
stocktwits	is somewhat tempting on the long side here    	0.421	36022410	is somewhat tempting on the long side here				
stocktwits	New bullish conversation activity    	0.461	30419243	New bullish conversation activity				
stocktwits	Both look good to me    	0.392	5613478	Both look good to me				
stocktwits	careful can reverse fast    	-0.152	17553855	careful can reverse fast				
twitter	SHORT    	-0.363	7.10130465102012E+017	SHORT				
stocktwits	Good to load up Be confident    	0.281	6783339	Good to load up Be confident				
twitter	'who won''t pay anymore REAL risk   '	-0.349	7.10187873492984E+017	'who won''t pay anymore'	REAL risk			
stocktwits	If positive outcome w/ lung study5/8 we may see a 13D Filing by Soros    	0.33	36616915	If positive outcome w/ lung study5/8 we may see a 13D Filing by Soros				
twitter	'Google   IBM   ARM And AMD Begin The Assault On Intel''s Server Franchise    '	0.372	7.19905344957223E+017	'Google   IBM   ARM And AMD Begin The Assault On Intel''s Server Franchise'				
twitter	Support here @ 50sma Good long trade   tight stop   	0.328	7.19561385961763E+017	Support here @ 50sma	Good long trade   tight stop			
twitter	'Report: Apple signs up for Google''s cloud    '	0.443	7.10221245716021E+017	'Report: Apple signs up for Google''s cloud'				
stocktwits	get up out of that Bermuda Triangle plenty of daylight above   	0.3	16344567	get up out of that Bermuda Triangle	plenty of daylight above			
stocktwits	Institutions seem to like this class of stocks    	0.422	12767826	Institutions seem to like this class of stocks				
twitter	-0.75% #trading weak    	-0.281	7.19519346557657E+017	-0.75% #trading weak				
stocktwits	Going to be EPIC    	0.367	7795026	Going to be EPIC				
stocktwits	Good thing $SNE has learnt this and is integrating their devices together with the TV   	0.277	6328010	Good thing	$SNE has learnt this and is integrating their devices together with the TV			
stocktwits	Still the top dog    	0.473	5277169	Still the top dog				
twitter	stock has 41% upside from here    	0.447	7.09378417054118E+017	stock has 41% upside from here				
twitter	Nice day rally!    	0.529	7.19535506980266E+017	Nice day rally!				
stocktwits	$LTM Selling far from over a large bearish channel up formed   	-0.629	11855861	$LTM Selling far from over	a large bearish channel up formed			
twitter	Nice start    	0.269	7.11908700634518E+017	Nice start				
twitter	Closed Buy    	0.466	7.19593062406599E+017	Closed Buy				
twitter	Another Sell Rating    	-0.389	7.19530996681568E+017	Another Sell Rating				
stocktwits	valuation downgraded today would imagine this will trade red at least for a day   	-0.375	12732488	valuation downgraded today	would imagine this will trade red at least for a day			
twitter	$TSLA short    	-0.505	7.19575777990328E+017	$TSLA short				
stocktwits	$TROV reliably finding cancer mutations jackpot   	0.267	14324070	$TROV reliably finding cancer mutations	jackpot			
twitter	downgrade    	-0.463	7.19520125582504E+017	downgrade				
stocktwits	Nice little cup-and-handle shaping up favours a good day for the index   	0.326	5721348	Nice little cup-and-handle shaping up	favours a good day for the index			
stocktwits	I blew out $ZMH    	-0.462	7744550	I blew out $ZMH				
stocktwits	LOOKS like we are bouncing Nice volume from 5.77 bottom   	0.391	12720972	LOOKS like we are bouncing	Nice volume from 5.77 bottom			
stocktwits	BlackBerry Messenger is second only to Facebook in user loyalty    	0.243	35257107	BlackBerry Messenger is second only to Facebook in user loyalty				
stocktwits	wayyy overvalued right now May take a short pos   	-0.451	10297190	wayyy overvalued right now	May take a short pos			
stocktwits	Gaining Momentum! Nice buy signals here!  Long Over  	0.527	27984023	Gaining Momentum!	Nice buy signals here! 	Long Over		
twitter	Surges On Deal    	0.419	7.08433303922205E+017	Surges On Deal				
twitter	long this morning    	0.476	7.10101981482914E+017	long this morning				
stocktwits	trade continuing very nicely from yesterday looking very strong here   	0.495	10041008	trade continuing very nicely from yesterday	looking very strong here			
twitter	slow-motion disruption of the global auto industry    	0.601	7.19551048193614E+017	slow-motion disruption of the global auto industry				
twitter	BTO three 110 puts @ 1.34    	-0.267	7.19609230194381E+017	BTO three 110 puts @ 1.34				
twitter	'Apple''s iPhone SE: The Sold Out Flop    '	-0.336	7.19564077270442E+017	'Apple''s iPhone SE: The Sold Out Flop'				
stocktwits	Potential intermediate top in an Uptrend    	0.32	30619865	Potential intermediate top in an Uptrend				
twitter	stocks at support w/ high trade quality    	0.503	7.19866128546181E+017	stocks at support w/ high trade quality				
stocktwits	closng higher from here    	0.48	5505409	closng higher from here				
twitter	short-term forecast is now bearish    	-0.343	7.11693696987636E+017	short-term forecast is now bearish				
stocktwits	Take it while you can    	0.515	7452091	Take it while you can				
stocktwits	lets see 14+ today    	0.302	13918378	lets see 14+ today				
stocktwits	bought CALL OMNIVISION TECH Should beat earnings   	0.722	17832244	bought CALL OMNIVISION TECH	Should beat earnings			
twitter	Pie In The Sky    	0.365	7.19849703106552E+017	Pie In The Sky				
stocktwits	EPS growth is around 12% so far    	0.316	28428726	EPS growth is around 12% so far				
stocktwits	Could the pride of social media be gettin ready to fall? chart rolling over?   	-0.403	16095490	Could the pride of social media be gettin ready to fall?	chart rolling over?			
stocktwits	producing a Bullish MACD Xover    	0.691	26304683	producing a Bullish MACD Xover				
twitter	no more buys    	0.146	7.09483660232172E+017	no more buys				
twitter	    	0	7.19796218071622E+017					
stocktwits	Market getting crushed today    	-0.302	21820286	Market getting crushed today				
twitter	Today I bought more    	0.087	7.19585607215809E+017	Today I bought more				
twitter	bidders line up    	0.252	7.19861728897475E+017	bidders line up				
stocktwits	LED light bulb prices rise in Japan    	0.054	13028004	LED light bulb prices rise in Japan				
twitter	expecting $SPY to close above    	0.385	7.19607426757042E+017	expecting $SPY to close above				
twitter	down 1.1% short of expectations   	-0.352	7.19911041421824E+017	down 1.1%	short of expectations			
twitter	Short Setups Looking Nice....Really Nice    	-0.464	7.09779449663721E+017	Short Setups Looking Nice....Really Nice				
stocktwits	LONGS    	0.511	12248515	LONGS				
stocktwits	notice how the doomsaying bears disappear during the climbs    	0.467	18998360	notice how the doomsaying bears disappear during the climbs				
twitter	recessions declines   	-0.307	7.0840605397366E+017	recessions	declines			
stocktwits	watch is showing serious demand    	0.491	33354699	watch is showing serious demand				
stocktwits	'new ''large player sells''    '	-0.498	19388705	'new ''large player sells'''				
twitter	Biggest Market Losers    	-0.438	7.09834259687711E+017	Biggest Market Losers				
twitter	Prob a buy if it does    	0.428	7.11199445472285E+017	Prob a buy if it does				
twitter	and is overbought    	-0.48	7.08668814427349E+017	and is overbought				
stocktwits	put money in $hznp better option    	-0.081	8870370	put money in $hznp better option				
stocktwits	sales exceed target profitability guidance amended upward   	0.526	12803864	sales exceed target	profitability guidance amended upward			
twitter	Goldman Sachs reiterates conviction buy on    	0.087	7.19844737478496E+017	Goldman Sachs reiterates conviction buy on				
stocktwits	red before the bell    	-0.442	5466785	red before the bell				
twitter	stock will hit $170 easily    	0.327	7.1992553490237E+017	stock will hit $170 easily				
stocktwits	Downbeaten stocks may be ripe for buys    	0.316	21382309	Downbeaten stocks may be ripe for buys				
stocktwits	buy safety equipment maker for $2.5 billion    	0.23	38653963	buy safety equipment maker for $2.5 billion				
stocktwits	weak close    	-0.297	8186981	weak close				
stocktwits	looks like it could be about to fall apart market not liking  bad business  	-0.515	5942762	looks like it could be about to fall apart	market not liking 	bad business		
twitter	    	0	7.19796218071622E+017					
stocktwits	shorts are getting nervous    	0.366	11964100	shorts are getting nervous				
twitter	Facebook has now been down 10 minutes    	-0.258	7.19623634512257E+017	Facebook has now been down 10 minutes				
twitter	Monday Bulls Are Out!    	0.457	7.19552380224827E+017	Monday Bulls Are Out!				
stocktwits	'today''s top gainers    '	0.447	34349961	'today''s top gainers'				
twitter	Tesla Motors recalls    	-0.424	7.19581681980686E+017	Tesla Motors recalls				
twitter	Aggressive Buy    	0.306	7.19950370294792E+017	Aggressive Buy				
stocktwits	mentioned as potential suitee   suitor    	0.258	5422639	mentioned as potential suitee   suitor				
twitter	We See More Reasons To Be Cautious    	-0.093	7.19533378698101E+017	We See More Reasons To Be Cautious				
stocktwits	Do you really think in 4 weeks they capture 10%? Impossible.    	-0.317	12365784	Do you really think in 4 weeks they capture 10%? Impossible.				
stocktwits	Friday was last chance under $2    	0.228	9649799	Friday was last chance under $2				
stocktwits	excellent / factual bear argument    	-0.507	11576301	excellent / factual bear argument				
stocktwits	Bears Take a Clear Near Term Advantage    	-0.501	6148018	Bears Take a Clear Near Term Advantage				
stocktwits	relative weakness is pretty apparent    	-0.262	25095014	relative weakness is pretty apparent				
stocktwits	'Don''t think buyout rumor strong enough too be driving this up just yet    '	-0.02	8579118	'Don''t think buyout rumor strong enough too be driving this up just yet'				
stocktwits	$YHOO +2.61%    	0.16	5514207	$YHOO +2.61%				
stocktwits	$TPLM Triangle #Petroleum 9.80+3% 2M Expanding Caliber    	0.376	15928669	$TPLM Triangle #Petroleum 9.80+3% 2M Expanding Caliber				
stocktwits	Downbeaten stocks may be ripe for buys    	0.316	21382309	Downbeaten stocks may be ripe for buys				
twitter	downgrade    	-0.463	7.19520125582504E+017	downgrade				
stocktwits	ISRG Short    	-0.678	33671861	ISRG Short				
stocktwits	$POZN +30    	0.146	7737263	$POZN +30				
stocktwits	-2.10% vs -0.90% Est Prior Revised from 25.40% to 17.60%   	-0.489	18436038	-2.10% vs -0.90% Est	Prior Revised from 25.40% to 17.60%			
twitter	Daily Mail enters competition to acquire Yah    	0.342	7.19908898136855E+017	Daily Mail enters competition to acquire Yah				
twitter	Stocks Higher In Afternoon Trade    	0.357	7.19599977480253E+017	Stocks Higher In Afternoon Trade				
twitter	Watchlist Top Stocks    	0.342	7.19551394798268E+017	Watchlist Top Stocks				
twitter	wants to ta CEO says taxes may make co leave   	-0.23	7.1963546238258E+017	wants to ta	CEO says taxes may make co leave			
twitter	$VIAB down 40%    	-0.516	7.19590082706043E+017	$VIAB down 40%				
twitter	Sudden optimism about iPhone sales not as bad as expected gives Apple $AAPL a lift  	0.279	7.09825458020323E+017	Sudden optimism about iPhone sales	not as bad as expected	gives Apple $AAPL a lift		
twitter	'Google   IBM   ARM And AMD Begin The Assault On Intel''s Server Franchise    '	0.368	7.19905344957223E+017	'Google   IBM   ARM And AMD Begin The Assault On Intel''s Server Franchise'				
twitter	Monday sold    	-0.44	7.19473167945732E+017	Monday sold				
twitter	earning play $fast 47 puts   $vrx 34 puts    $bidu 182.5 puts    	-0.387	7.19533440408887E+017	earning play $fast 47 puts   $vrx 34 puts    $bidu 182.5 puts				
stocktwits	Bullish MA Crossovers    	0.457	39047668	Bullish MA Crossovers				
twitter	Watchlist Top Stocks    	0.342	7.19551394798268E+017	Watchlist Top Stocks				
stocktwits	looks constructive    	0.28	6142161	looks constructive				
twitter	$UNT trying to break out of 5 day range $SDRL 3.69 long   	0.244	7.10115038011466E+017	$UNT trying to break out of 5 day range	$SDRL 3.69 long			
twitter	Today I bought more    	0.087	7.19585607215809E+017	Today I bought more				
stocktwits	Failed breakouts & failed setups Limping on crutches into next week   	-0.419	7867073	Failed breakouts & failed setups	Limping on crutches into next week			
stocktwits	shorting here into close might be play high beta reversing   	-0.469	5400070	shorting here into close might be play	high beta reversing			
twitter	long play another consistent profit zone   	0.48	7.19523703386538E+017	long play	another consistent profit zone			
stocktwits	good for economy    	0.273	30088782	good for economy				
stocktwits	'today''s bull flag    '	0.2	13796141	'today''s bull flag'				
stocktwits	Inside week buy triggers    	0.485	25571322	Inside week buy triggers				
twitter	Insiders Are Selling    	-0.351	7.0896004579976E+017	Insiders Are Selling				
twitter	Long buying point   	0.23	7.19535349379285E+017	Long	buying point			
twitter	Insiders Are Selling    	-0.351	7.0896004579976E+017	Insiders Are Selling				
stocktwits	revenue grew double-digit    	0.454	16794460	revenue grew double-digit				
stocktwits	hangin on my a thread click away from a cliff drop   	-0.337	11410429	hangin on my a thread	click away from a cliff drop			
twitter	Long $TSLA    	0.607	7.19531030185554E+017	Long $TSLA				
twitter	recalls 2  700 Model X cars    	-0.315	7.19571611263898E+017	recalls 2  700 Model X cars				
twitter	is in the process of streamlining its structure especially through divestment of non-core businesses   	0.229	7.19532953643E+017	is in the process of streamlining its structure	especially through divestment of non-core businesses			
twitter	In Play Longs    	0.273	7.19517217247736E+017	In Play Longs				
stocktwits	MACD and ADX are crossing over the signal lines! Long Setup   	0.569	20104445	MACD and ADX are crossing over the signal lines!	Long Setup			
twitter	Yahoo   Facebook in Ad Partnership Talks    	0.249	7.10895541266293E+017	Yahoo   Facebook in Ad Partnership Talks				
stocktwits	'Buy the dip''    '	0.38	22409313	'Buy the dip'''				
twitter	About to break out on the 5-min    	0.313	7.19600100201226E+017	About to break out on the 5-min				
stocktwits	Long over 3.95/great find - hope that wold be another $ANLY or $PZZI   still holding second 1/2    	0.509	6309910	Long over 3.95/great find - hope that wold be another $ANLY or $PZZI   still holding second 1/2				
stocktwits	Moves on both sides possible Stay nimble and cautious   	-0.023	38244443	Moves on both sides possible	Stay nimble and cautious			
twitter	Fed cuts rates forecast Our calls go 100%   	0.449	7.10232348738986E+017	Fed cuts rates forecast	Our calls go 100%			
stocktwits	the parties over volatility is back   	-0.223	11635675	the parties over	volatility is back			
twitter	up almost up around   	0.378	7.19521054436278E+017	up almost	up around			
twitter	$LEI Higher    	0.388	7.19507659741872E+017	$LEI Higher				
twitter	Breakout watch    	0.352	7.19665168431456E+017	Breakout watch				
stocktwits	adding to position here    	0.685	5396231	adding to position here				
stocktwits	Brutal slide    	-0.044	32374598	Brutal slide				
stocktwits	Looks good on the weekly chart    	0.379	5627600	Looks good on the weekly chart				
stocktwits	holding up relatively well compared to the broad market    	0.394	18249994	holding up relatively well compared to the broad market				
stocktwits	covered the swing    	0.021	6008633	covered the swing				
stocktwits	Bullish MA Crossovers    	0.457	39047668	Bullish MA Crossovers				
twitter	Top Stocks in 2015 are Ready to Lead Again in 2016    	0.414	7.10620435121971E+017	Top Stocks in 2015 are Ready to Lead Again in 2016				
twitter	making new HOD    	0.442	7.19524069729657E+017	making new HOD				
twitter	defect  recalls   	-0.366	7.19908382283399E+017	defect	 recalls			
twitter	Most bullish stocks on Twitter during this dip    	0.408	7.19909604654625E+017	Most bullish stocks on Twitter during this dip				
stocktwits	strong move today for the Junior Gold Miners keep an EYE out for a gap fill   	0.75	30403288	strong move today for the Junior Gold Miners	keep an EYE out for a gap fill			
stocktwits	Tomorrow party time for the Bears!!    	-0.524	14668154	Tomorrow party time for the Bears!!				
twitter	It is cheap.  increasing fees again could be good  	0.183	7.19568993468572E+017	It is cheap.	 increasing fees again	could be good		
twitter	Insiders Are Selling    	-0.527	7.0896004579976E+017	Insiders Are Selling				
stocktwits	Why The Coal & Shipping Sectors Could Rise Again    	0.418	35268174	Why The Coal & Shipping Sectors Could Rise Again				
stocktwits	small businesses have called $YELP a scam for years    	-0.45	36672935	small businesses have called $YELP a scam for years				
stocktwits	weekly 120 puts +283%    	-0.35	5741531	weekly 120 puts +283%				
stocktwits	looking good Calls are active   	0.362	5728814	looking good	Calls are active			
stocktwits	I may try a short    	-0.352	6417259	I may try a short				
stocktwits	Equity indexes working on a positive engulfing for March    	0.308	7399381	Equity indexes working on a positive engulfing for March				
stocktwits	and it will continue using this profits that no one in the industry can get to innovate and develo   	0.413	11574226	and it will continue	using this profits that no one in the industry can get to innovate and develo			
stocktwits	To Combine In $37 Billion Deal    	0.241	37477128	To Combine In $37 Billion Deal				
stocktwits	Another quiet week    	0	11570386	Another quiet week				
twitter	Deutsche Bank downgrades    	-0.436	7.19930267801137E+017	Deutsche Bank downgrades				
stocktwits	near-term target $77.38    	0	20290521	near-term target $77.38				
twitter	$FB is taking the shine off $AAPL and $GOOG    	0.435	7.19945914270556E+017	$FB is taking the shine off $AAPL and $GOOG				
stocktwits	holding up nicely    	0.441	5917844	holding up nicely				
twitter	Bought $FB $111 calls    	0.579	7.1055527482255E+017	Bought $FB $111 calls				
twitter	airlines battle for Cuba routes $AAL $LUV $SAVE $JBLU    	0.092	7.09745040826966E+017	airlines battle for Cuba routes $AAL $LUV $SAVE $JBLU				
stocktwits	accuses $ZNGA of copyright infringement    	-0.284	8980267	accuses $ZNGA of copyright infringement				
stocktwits	mrkt needs to washout    	-0.055	27080546	mrkt needs to washout				
twitter	Airplane And Hospitality Industries Set Their Sights On #Cuba    	0.405	7.19547552874512E+017	Airplane And Hospitality Industries Set Their Sights On #Cuba				
twitter	shipments slid -9.6% to lowest quarterly total since 2007 dethrones   	-0.283	7.19872449886745E+017	shipments slid -9.6% to lowest quarterly total since 2007	dethrones			
stocktwits	#joke #bubble #buyerbeware    	-0.506	17216281	#joke #bubble #buyerbeware				
stocktwits	$AZPN is worth $20 a share not $40    	-0.563	18383387	$AZPN is worth $20 a share not $40				
stocktwits	Come on and run with the bulls today    	0.484	36590341	Come on and run with the bulls today				
stocktwits	$WFC -8.30%    	-0.584	5440232	$WFC -8.30%				
twitter	5 Best Analyst Rated Stocks    	0.509	7.10496429974888E+017	5 Best Analyst Rated Stocks				
stocktwits	nothing investors can do to damage Apple    	0.322	7213866	nothing investors can do to damage Apple				
twitter	'Don''t underestimate Mark Bounce off 50sma daily   '	0.37	7.19889132160311E+017	'Don''t underestimate Mark'	Bounce off 50sma daily			
twitter	Unusual Call Activity    	0.421	7.09777793798656E+017	Unusual Call Activity				
twitter	recessions declines   	-0.307	7.0840605397366E+017	recessions	declines			
stocktwits	buying my last round of shorts next week    	-0.339	9169048	buying my last round of shorts next week				
twitter	buy more on the weakness?    	0.346	7.1987737380234E+017	buy more on the weakness?				
stocktwits	Good time to buy    	0.533	11296514	Good time to buy				
twitter	the most trending    	0.216	7.09731726726193E+017	the most trending				
twitter	Express Scripts loses    	-0.336	7.10883994372444E+017	Express Scripts loses				
stocktwits	debt crisis entered a dangerous new phase    	-0.331	5901252	debt crisis entered a dangerous new phase				
stocktwits	then shorted it down.    	-0.405	37546841	then shorted it down.				
stocktwits	Bullish yeah $SMH   	0.109	32730863	Bullish yeah	$SMH			
twitter	Call sweepers stepping up this morning    	0.343	7.19550446868664E+017	Call sweepers stepping up this morning				
stocktwits	Failed breakouts & failed setups Limping on crutches into next week   	-0.419	7867073	Failed breakouts & failed setups	Limping on crutches into next week			
stocktwits	so i can add more    	0.307	31284121	so i can add more				
stocktwits	hearing rumours of a major joint venture announcement    	0.427	18341620	hearing rumours of a major joint venture announcement				
twitter	$NLSN launching a marketing cloud    	-0.245	7.19900573856829E+017	$NLSN launching a marketing cloud				
stocktwits	'Moody''s downgrade    '	-0.299	6815309	'Moody''s downgrade'				
twitter	Tesla dropped a hard J this morning    	-0.376	7.19540167732699E+017	Tesla dropped a hard J this morning				
twitter	15 years after release   Windows XP is still the 3rd most popular OS    	0.2	7.19532537614365E+017	15 years after release   Windows XP is still the 3rd most popular OS				
stocktwits	weakness could be opportunity Good to sell Nov Put for re-entry   	0.345	10147563	weakness could be opportunity	Good to sell Nov Put for re-entry			
twitter	citing positive spending trends    	0.436	7.09350930274193E+017	citing positive spending trends				
twitter	'isn''t going anywhere buying   '	0.241	7.10518465317225E+017	'isn''t going anywhere'	buying			
twitter	Sector Stocks Leading Today    	0.454	7.08355634857529E+017	Sector Stocks Leading Today				
twitter	In Play Longs    	0.273	7.19517217247736E+017	In Play Longs				
stocktwits	it shoots to the MOON as my favorite pumper    	0.514	27289677	it shoots to the MOON as my favorite pumper				
twitter	Best performers    	0.307	7.19541888940958E+017	Best performers				
twitter	Equities recently tagged #undervalued    	0.353	7.19540521576882E+017	Equities recently tagged #undervalued				
stocktwits	shorts breakin flag    	0.226	6663729	shorts breakin flag				
stocktwits	do i have enough shares ??? this beast keeps moving   	0.429	25895748	do i have enough shares ???	this beast keeps moving			
stocktwits	added to $DNKN (longs)    	0.528	7744550	added to $DNKN (longs)				
stocktwits	Bears Take a Clear Near Term Advantage    	-0.501	6148018	Bears Take a Clear Near Term Advantage				
twitter	TOP 5 STOCK PICKS    	0.414	7.19732320404709E+017	TOP 5 STOCK PICKS				
stocktwits	People still coming in his EOD could be explosive shorts get caught   	0.257	18613620	People still coming in	his EOD could be explosive shorts get caught			
stocktwits	< Money-Losing$ OverValued China IPO Junk    	-0.638	22146748	< Money-Losing$ OverValued China IPO Junk				
twitter	Bigger win for    	0.273	7.19618401656812E+017	Bigger win for				
twitter	'honestly   it''s been disappointing    '	-0.443	7.10566851441328E+017	'honestly   it''s been disappointing'				
twitter	over 225 million new Internet users are being added globally every year    	0.337	7.19533807897047E+017	over 225 million new Internet users are being added globally every year				
stocktwits	'Grab it while it''s cheap    '	0.488	5851374	'Grab it while it''s cheap'				
twitter	adding $expe and $pcln to the mix soon I already have $CTRP and $trip   	0.408	7.09398139195642E+017	adding $expe and $pcln to the mix soon	I already have $CTRP and $trip			
twitter	Short Setups Looking Nice....Really Nice    	-0.464	7.09779449663721E+017	Short Setups Looking Nice....Really Nice				
twitter	't''s time to short at this point    '	-0.489	7.19578476026528E+017	't''s time to short at this point'				
stocktwits	today aside setting up for another drop Overvalued sector   	-0.504	22143743	today aside setting up for another drop	Overvalued sector			
twitter	the most trending    	0.216	7.09731726726193E+017	the most trending				
stocktwits	bail out    	0.058	39031834	bail out				
twitter	'$TSLA is the only ''auto'' stock showing a gain year-to-date    '	-0.334	7.19809923098522E+017	'$TSLA is the only ''auto'' stock showing a gain year-to-date'				
stocktwits	ready to break $QCOM watching at 55.7    	0.235	6213230	ready to break $QCOM watching at 55.7				
twitter	bearish charts keep getting worse.    	-0.619	7.19913433328554E+017	bearish charts keep getting worse.				
twitter	making all kinds of gains ????    	0.42	7.10165043019579E+017	making all kinds of gains ????				
stocktwits	looking to add a gold miner and possibly lower pe tech name into close    	0.425	24504842	looking to add a gold miner and possibly lower pe tech name into close				
stocktwits	'looking weak and possibly ready to ''let go''    '	-0.482	15292670	'looking weak and possibly ready to ''let go'''				
twitter	Marriott wins new Starwood deal by raising cash portion of bid    	0.332	7.11874651043926E+017	Marriott wins new Starwood deal by raising cash portion of bid				
twitter	Looks like one of the best values #Lithium stocks in the space    	0.197	7.08380138988147E+017	Looks like one of the best values #Lithium stocks in the space				
twitter	Watchlist Top Stocks    	0.342	7.19551394798268E+017	Watchlist Top Stocks				
stocktwits	soars pre-market    	0.398	27583592	soars pre-market				
stocktwits	$BBRY smack down looks legitimate $GS $MS are playing ignorant  	-0.105	38563467	$BBRY smack down looks legitimate	$GS $MS	are playing ignorant		
twitter	allow for the growing middle class working with   	0.289	7.10286206345552E+017	allow for the growing middle class	working with			
stocktwits	Will we see $410 again    	0.152	6016469	Will we see $410 again				
stocktwits	Bricks and Mortar retailers selling cheaper +consumer -retailers   	-0.352	15325202	Bricks and Mortar retailers selling cheaper	+consumer -retailers			
twitter	Oil To Break Out Adding Chevron   	0.666	7.10211237058093E+017	Oil To Break Out	Adding Chevron			
stocktwits	under $2 today?    	-0.164	10191845	under $2 today?				
stocktwits	Falls 18% Pre-Market on Q3 Sales Results    	-0.394	5667040	Falls 18% Pre-Market on Q3 Sales Results				
twitter	growing customers globally e stay long   	0.576	7.10867849078817E+017	growing customers globally	e stay long			
stocktwits	Little-Discussed Problem This Pro Is Watching At    	-0.476	33889522	Little-Discussed Problem This Pro Is Watching At				
twitter	an upward movement is expected    	0.387	7.19540264327447E+017	an upward movement is expected				
stocktwits	Market seems stuck in the mud    	-0.259	7790395	Market seems stuck in the mud				
stocktwits	will get in on the next run up    	0.275	36653675	will get in on the next run up				
twitter	Fed cuts rates forecast Our calls go 100%   	0.449	7.10232348738986E+017	Fed cuts rates forecast	Our calls go 100%			
stocktwits	'Buy the dip''    '	0.38	22409313	'Buy the dip'''				
stocktwits	next year could be a very good year for them would like to start adding soon   	0.528	6195441	next year could be a very good year for them	would like to start adding soon			
stocktwits	Stock Trading Lower Today  Warning After Upbeat Earnings Results   	-0.375	31500543	Stock Trading Lower Today 	Warning After Upbeat Earnings Results			
stocktwits	bear raid    	-0.48	12943460	bear raid				
twitter	curing #overbought conditions    	-0.262	7.19586475642372E+017	curing #overbought conditions				
twitter	Launch Updated Model S With Steeper Price Tag    	0.261	7.19462737227747E+017	Launch Updated Model S With Steeper Price Tag				
stocktwits	getting kneecapped by $BEXP selling itself dirt cheap    	-0.384	5834712	getting kneecapped by $BEXP selling itself dirt cheap				
twitter	$AMZN is becoming more and more the go-to site for almost all categories in ecommerce.    	0.269	7.11945554180379E+017	$AMZN is becoming more and more the go-to site for almost all categories in ecommerce.				
twitter	Alibaba invests in Southeast Asian retailer Lazada $EFUT   	0	7.19869800726544E+017	Alibaba invests in Southeast Asian retailer Lazada	$EFUT			
stocktwits	getting sold here.    	-0.551	11723392	getting sold here.				
twitter	the most trending    	0.216	7.09731726726193E+017	the most trending				
stocktwits	$AAPL could pick em up too.    	0.324	18018194	$AAPL could pick em up too.				
twitter	Higher In Afternoon Trade Buy Point   	0.243	7.19599977480253E+017	Higher In Afternoon Trade	Buy Point			
twitter	$AAPL a new long IF 110.61 is broke    	0.184	7.1970751514805E+017	$AAPL a new long IF 110.61 is broke				
stocktwits	puts came in    	-0.517	6149800	puts came in				
twitter	record number of passengers served in 2015    	0.638	7.19904304207962E+017	record number of passengers served in 2015				
twitter	ure has lots of attractive suitors    	0.325	7.19923908166709E+017	ure has lots of attractive suitors				
stocktwits	'delivering the goods again let''s see if that can spill over in other chinese internet names    '	0.502	32753195	'delivering the goods again let''s see if that can spill over in other chinese internet names'				
stocktwits	on lows down   	-0.465	36755126	on lows	down			
stocktwits	could be lotto winners    	0.29	18706410	could be lotto winners				
stocktwits	'Buy the dip''    '	0.38	22409313	'Buy the dip'''				
twitter	A good place to take a shot    	0.465	7.1954124797143E+017	A good place to take a shot				
stocktwits	5 Reasons Not to Buy Gold    	-0.447	11981211	5 Reasons Not to Buy Gold				
stocktwits	In oversold conditions howing now nice positive divergences on chart Potential Bounce  	0.459	38570232	In oversold conditions	howing now nice positive divergences on chart	Potential Bounce		
twitter	stocks at support w/ high trade quality    	0.503	7.19866128546181E+017	stocks at support w/ high trade quality				
stocktwits	Buying $fas last week was the play of the month Wish i woulda pulled the trigger   	0.74	10610415	Buying $fas last week was the play of the month	Wish i woulda pulled the trigger			
stocktwits	Slow bleeding death It will likely be a horror show event   	-0.641	34445371	Slow bleeding death	It will likely be a horror show event			
twitter	SolarCity customers can produce enough electricity to power Tesla fleet    	0.601	7.1957653733548E+017	SolarCity customers can produce enough electricity to power Tesla fleet				
twitter	$YHOO bidding heats up    	0.281	7.19524434902721E+017	$YHOO bidding heats up				
twitter	Nice day rally!    	0.529	7.19535506980266E+017	Nice day rally!				
twitter	Sector has been taking a beating recently   could be positive here will catch a bid today   	0.361	7.09330857732018E+017	Sector has been taking a beating recently   could be positive here	will catch a bid today			
